created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2020-07-07 12:53:30 -03,297,"28.79
","1011.21
","67.80
","0.00
","90
",,,,
2020-07-07 12:54:01 -03,298,"28.78
","1011.24
","67.50
","0.00
","180
",,,,
2020-07-07 12:54:33 -03,299,"28.79
","1011.23
","67.90
","0.00
","90
",,,,
2020-07-07 12:55:04 -03,300,"28.80
","1011.29
","68.10
","0.00
","180
",,,,
2020-07-07 12:55:35 -03,301,"28.81
","1011.26
","68.60
","0.00
","135
",,,,
2020-07-07 12:56:07 -03,302,"28.79
","1011.18
","68.20
","0.00
","45
",,,,
2020-07-07 12:56:38 -03,303,"28.80
","1011.19
","67.50
","0.00
","225
",,,,
2020-07-07 12:57:10 -03,304,"28.80
","1011.22
","68.10
","0.00
","135
",,,,
2020-07-07 12:57:41 -03,305,"28.80
","1011.20
","67.80
","0.00
","45
",,,,
2020-07-07 12:58:12 -03,306,"28.81
","1011.18
","68.00
","0.00
","90
",,,,
2020-07-07 12:58:44 -03,307,"28.79
","1011.18
","68.80
","0.00
","135
",,,,
2020-07-07 12:59:15 -03,308,"28.81
","1011.21
","69.20
","0.00
","135
",,,,
2020-07-07 12:59:46 -03,309,"28.80
","1011.16
","69.70
","0.00
","90
",,,,
2020-07-07 13:00:18 -03,310,"28.80
","1011.16
","70.10
","0.00
","135
",,,,
2020-07-07 13:00:49 -03,311,"28.81
","1011.22
","70.20
","0.00
","135
",,,,
2020-07-07 13:01:21 -03,312,"28.83
","1011.17
","70.20
","0.00
","135
",,,,
2020-07-07 13:01:52 -03,313,"28.83
","1011.18
","70.70
","0.00
","90
",,,,
2020-07-07 13:02:23 -03,314,"28.84
","1011.12
","68.90
","0.00
","270
",,,,
2020-07-07 13:02:55 -03,315,"28.86
","1011.10
","68.50
","0.00
","135
",,,,
2020-07-07 13:03:26 -03,316,"28.86
","1011.12
","68.60
","0.00
","270
",,,,
2020-07-07 13:03:57 -03,317,"28.86
","1011.10
","68.40
","0.00
","45
",,,,
2020-07-07 13:04:29 -03,318,"28.87
","1011.08
","68.60
","0.00
","90
",,,,
2020-07-07 13:05:00 -03,319,"28.88
","1011.08
","68.80
","0.00
","90
",,,,
2020-07-07 13:05:31 -03,320,"28.89
","1011.09
","69.30
","0.00
","225
",,,,
2020-07-07 13:06:03 -03,321,"28.89
","1011.10
","69.50
","0.00
","315
",,,,
2020-07-07 13:06:34 -03,322,"28.91
","1011.06
","68.50
","0.00
","135
",,,,
2020-07-07 13:07:05 -03,323,"28.93
","1011.09
","68.40
","0.00
","135
",,,,
2020-07-07 13:07:37 -03,324,"28.92
","1011.07
","67.90
","0.00
","135
",,,,
2020-07-07 13:08:08 -03,325,"28.94
","1011.06
","67.40
","0.00
","180
",,,,
2020-07-07 13:08:40 -03,326,"28.95
","1011.02
","67.80
","0.00
","135
",,,,
2020-07-07 13:09:11 -03,327,"28.96
","1011.05
","67.70
","0.00
","90
",,,,
2020-07-07 13:09:42 -03,328,"28.96
","1011.06
","67.70
","0.00
","135
",,,,
2020-07-07 13:10:14 -03,329,"29.02
","1011.00
","67.40
","0.00
","135
",,,,
2020-07-07 13:10:45 -03,330,"29.00
","1011.00
","67.40
","0.00
","0
",,,,
2020-07-07 13:11:17 -03,331,"28.99
","1010.99
","67.50
","0.00
","90
",,,,
2020-07-07 13:11:48 -03,332,"29.02
","1011.00
","67.10
","0.00
","90
",,,,
2020-07-07 13:12:19 -03,333,"29.02
","1011.00
","67.90
","0.00
","225
",,,,
2020-07-07 13:12:51 -03,334,"29.02
","1011.02
","67.50
","0.00
","90
",,,,
2020-07-07 13:13:22 -03,335,"29.01
","1010.94
","67.50
","0.00
","180
",,,,
2020-07-07 13:13:53 -03,336,"29.00
","1010.97
","67.30
","0.00
","135
",,,,
2020-07-07 13:14:25 -03,337,"28.99
","1010.96
","66.50
","0.00
","90
",,,,
2020-07-07 13:14:56 -03,338,"28.97
","1010.98
","66.50
","0.00
","180
",,,,
2020-07-07 13:15:27 -03,339,"28.97
","1011.00
","66.60
","0.00
","135
",,,,
2020-07-07 13:15:59 -03,340,"28.98
","1010.95
","67.40
","0.00
","90
",,,,
2020-07-07 13:16:30 -03,341,"28.98
","1010.96
","67.80
","0.00
","135
",,,,
2020-07-07 13:17:02 -03,342,"28.99
","1010.92
","67.30
","0.00
","90
",,,,
2020-07-07 13:17:33 -03,343,"28.99
","1010.91
","68.00
","0.00
","135
",,,,
2020-07-07 13:18:04 -03,344,"28.99
","1010.94
","66.50
","0.00
","225
",,,,
2020-07-07 13:18:36 -03,345,"28.99
","1010.93
","66.90
","0.00
","135
",,,,
2020-07-07 13:19:07 -03,346,"28.99
","1010.92
","67.60
","0.00
","135
",,,,
2020-07-07 13:19:38 -03,347,"29.00
","1010.93
","67.60
","0.00
","135
",,,,
2020-07-07 13:20:10 -03,348,"28.98
","1010.89
","67.80
","0.00
","90
",,,,
2020-07-07 13:20:41 -03,349,"28.98
","1010.80
","66.90
","0.00
","90
",,,,
2020-07-07 13:21:13 -03,350,"28.97
","1010.83
","67.40
","0.00
","135
",,,,
2020-07-07 13:21:44 -03,351,"28.96
","1010.87
","66.20
","0.00
","135
",,,,
2020-07-07 13:22:15 -03,352,"28.98
","1010.85
","66.40
","0.00
","135
",,,,
2020-07-07 13:22:47 -03,353,"28.97
","1010.83
","66.60
","0.00
","270
",,,,
2020-07-07 13:23:18 -03,354,"28.95
","1010.79
","66.60
","0.00
","90
",,,,
2020-07-07 13:23:49 -03,355,"28.96
","1010.79
","67.00
","0.00
","90
",,,,
2020-07-07 13:24:21 -03,356,"28.95
","1010.80
","68.00
","0.00
","90
",,,,
2020-07-07 13:24:52 -03,357,"28.95
","1010.81
","66.50
","0.00
","90
",,,,
2020-07-07 13:25:23 -03,358,"28.95
","1010.79
","66.40
","0.00
","135
",,,,
2020-07-07 13:25:55 -03,359,"28.95
","1010.80
","67.70
","0.00
","270
",,,,
2020-07-07 13:26:26 -03,360,"28.95
","1010.74
","66.60
","0.00
","135
",,,,
2020-07-07 13:26:58 -03,361,"28.96
","1010.79
","66.80
","0.00
","90
",,,,
2020-07-07 13:27:29 -03,362,"28.96
","1010.76
","65.90
","0.00
","135
",,,,
2020-07-07 13:28:00 -03,363,"28.97
","1010.76
","65.80
","0.00
","135
",,,,
2020-07-07 13:28:32 -03,364,"28.98
","1010.87
","66.50
","0.00
","45
",,,,
2020-07-07 13:29:03 -03,365,"28.98
","1010.78
","66.30
","0.00
","135
",,,,
2020-07-07 13:29:34 -03,366,"28.98
","1010.79
","66.50
","0.00
","90
",,,,
2020-07-07 13:30:06 -03,367,"28.98
","1010.73
","66.60
","4.43
","180
",,,,
2020-07-07 13:30:37 -03,368,"28.98
","1010.73
","66.80
","0.00
","135
",,,,
2020-07-07 13:31:09 -03,369,"28.98
","1010.68
","66.90
","0.00
","90
",,,,
2020-07-07 13:31:40 -03,370,"28.98
","1010.72
","67.30
","0.00
","135
",,,,
2020-07-07 13:32:11 -03,371,"28.98
","1010.70
","67.60
","0.00
","90
",,,,
2020-07-07 13:32:43 -03,372,"28.98
","1010.68
","68.00
","0.00
","90
",,,,
2020-07-07 13:33:14 -03,373,"28.99
","1010.67
","68.50
","0.00
","180
",,,,
2020-07-07 13:33:45 -03,374,"29.00
","1010.64
","68.60
","0.00
","135
",,,,
2020-07-07 13:34:17 -03,375,"29.00
","1010.61
","67.70
","0.00
","135
",,,,
2020-07-07 13:34:48 -03,376,"28.99
","1010.65
","66.40
","0.00
","90
",,,,
2020-07-07 13:35:20 -03,377,"28.99
","1010.63
","66.40
","0.00
","90
",,,,
2020-07-07 13:35:51 -03,378,"29.01
","1010.63
","66.60
","0.00
","135
",,,,
2020-07-07 13:36:23 -03,379,"29.03
","1010.67
","66.80
","0.00
","135
",,,,
2020-07-07 13:36:54 -03,380,"29.02
","1010.61
","67.10
","0.00
","90
",,,,
2020-07-07 13:37:25 -03,381,"29.03
","1010.60
","66.90
","0.00
","180
",,,,
2020-07-07 13:37:57 -03,382,"29.06
","1010.60
","66.90
","0.00
","90
",,,,
2020-07-07 13:38:28 -03,383,"29.08
","1010.61
","66.80
","0.00
","180
",,,,
2020-07-07 13:38:59 -03,384,"29.05
","1010.54
","67.20
","0.00
","225
",,,,
2020-07-07 13:39:31 -03,385,"29.03
","1010.53
","67.00
","0.00
","90
",,,,
2020-07-07 13:40:02 -03,386,"29.00
","1010.56
","66.50
","0.00
","135
",,,,
2020-07-07 13:40:33 -03,387,"29.01
","1010.59
","66.60
","0.00
","180
",,,,
2020-07-07 13:41:05 -03,388,"29.02
","1010.53
","67.10
","0.00
","180
",,,,
2020-07-07 13:41:36 -03,389,"29.02
","1010.51
","67.20
","0.00
","90
",,,,
2020-07-07 13:42:08 -03,390,"29.03
","1010.52
","66.60
","0.00
","135
",,,,
2020-07-07 13:42:39 -03,391,"29.04
","1010.47
","66.70
","0.00
","45
",,,,
2020-07-07 13:43:10 -03,392,"29.05
","1010.43
","67.30
","0.00
","270
",,,,
2020-07-07 13:43:42 -03,393,"29.06
","1010.49
","67.40
","0.00
","270
",,,,
2020-07-07 13:44:13 -03,394,"29.08
","1010.49
","67.90
","0.00
","315
",,,,
2020-07-07 13:44:44 -03,395,"29.07
","1010.42
","68.40
","0.00
","135
",,,,
2020-07-07 13:45:16 -03,396,"29.07
","1010.46
","68.40
","0.00
","180
",,,,
2020-07-07 13:45:47 -03,397,"29.09
","1010.46
","68.20
","0.00
","315
",,,,
2020-07-07 13:46:19 -03,398,"29.11
","1010.46
","68.40
","0.00
","180
",,,,
2020-07-07 13:46:50 -03,399,"29.13
","1010.44
","67.80
","0.00
","135
",,,,
2020-07-07 13:47:21 -03,400,"29.11
","1010.40
","67.90
","0.00
","135
",,,,
2020-07-07 13:47:53 -03,401,"29.11
","1010.42
","68.10
","0.00
","180
",,,,
2020-07-07 13:48:24 -03,402,"29.11
","1010.37
","68.20
","0.00
","135
",,,,
2020-07-07 13:48:55 -03,403,"29.13
","1010.41
","69.10
","0.00
","90
",,,,
2020-07-07 13:49:27 -03,404,"29.14
","1010.37
","69.80
","0.00
","90
",,,,
2020-07-07 13:49:58 -03,405,"29.14
","1010.37
","69.60
","8.87
","135
",,,,
2020-07-07 13:50:30 -03,406,"29.17
","1010.38
","68.90
","0.00
","90
",,,,
2020-07-07 13:51:01 -03,407,"29.17
","1010.40
","69.10
","0.00
","135
",,,,
2020-07-07 13:51:32 -03,408,"29.16
","1010.40
","68.80
","0.00
","90
",,,,
2020-07-07 13:52:04 -03,409,"29.16
","1010.40
","69.10
","0.00
","135
",,,,
2020-07-07 13:52:35 -03,410,"29.19
","1010.38
","68.50
","0.00
","90
",,,,
2020-07-07 13:53:06 -03,411,"29.20
","1010.42
","68.10
","0.00
","135
",,,,
2020-07-07 13:53:38 -03,412,"29.18
","1010.33
","68.30
","0.00
","45
",,,,
2020-07-07 13:54:09 -03,413,"29.18
","1010.30
","66.40
","0.00
","135
",,,,
2020-07-07 13:54:41 -03,414,"29.18
","1010.32
","67.10
","0.00
","270
",,,,
2020-07-07 13:55:12 -03,415,"29.21
","1010.36
","67.40
","0.00
","90
",,,,
2020-07-07 13:55:43 -03,416,"29.22
","1010.35
","67.00
","0.00
","180
",,,,
2020-07-07 13:56:15 -03,417,"29.22
","1010.31
","66.50
","0.00
","135
",,,,
2020-07-07 13:56:46 -03,418,"29.22
","1010.25
","66.20
","0.00
","135
",,,,
2020-07-07 13:57:18 -03,419,"29.23
","1010.27
","67.00
","0.00
","135
",,,,
2020-07-07 13:57:49 -03,420,"29.25
","1010.26
","67.50
","0.00
","135
",,,,
2020-07-07 13:58:21 -03,421,"29.26
","1010.26
","67.60
","0.00
","90
",,,,
2020-07-07 13:58:52 -03,422,"29.25
","1010.23
","67.90
","0.00
","45
",,,,
2020-07-07 13:59:23 -03,423,"29.26
","1010.24
","68.10
","0.00
","270
",,,,
2020-07-07 13:59:55 -03,424,"29.27
","1010.20
","67.80
","0.00
","90
",,,,
2020-07-07 14:00:26 -03,425,"29.27
","1010.21
","67.50
","0.00
","180
",,,,
2020-07-07 14:00:58 -03,426,"29.28
","1010.23
","67.40
","0.00
","90
",,,,
2020-07-07 14:01:29 -03,427,"29.26
","1010.24
","67.70
","0.00
","135
",,,,
2020-07-07 14:02:00 -03,428,"29.28
","1010.27
","67.80
","0.00
","135
",,,,
2020-07-07 14:02:32 -03,429,"29.28
","1010.26
","67.10
","0.00
","135
",,,,
2020-07-07 14:03:03 -03,430,"29.28
","1010.20
","66.90
","9.61
","135
",,,,
2020-07-07 14:03:34 -03,431,"29.29
","1010.21
","66.80
","0.00
","90
",,,,
2020-07-07 14:04:06 -03,432,"29.30
","1010.15
","67.00
","0.00
","135
",,,,
2020-07-07 14:04:37 -03,433,"29.30
","1010.14
","67.20
","0.00
","90
",,,,
2020-07-07 14:05:09 -03,434,"29.30
","1010.14
","67.60
","0.00
","0
",,,,
2020-07-07 14:05:40 -03,435,"29.30
","1010.18
","67.70
","0.00
","180
",,,,
2020-07-07 14:06:11 -03,436,"29.32
","1010.08
","68.10
","0.00
","135
",,,,
2020-07-07 14:06:43 -03,437,"29.32
","1010.09
","67.90
","0.00
","135
",,,,
2020-07-07 14:07:14 -03,438,"29.32
","1010.10
","67.90
","0.00
","0
",,,,
2020-07-07 14:07:45 -03,439,"29.32
","1010.03
","68.90
","0.00
","270
",,,,
2020-07-07 14:08:17 -03,440,"29.33
","1010.02
","68.80
","0.00
","180
",,,,
2020-07-07 14:08:48 -03,441,"29.34
","1010.02
","67.60
","0.00
","90
",,,,
2020-07-07 14:09:19 -03,442,"29.34
","1010.00
","68.10
","0.00
","90
",,,,
2020-07-07 14:09:51 -03,443,"29.33
","1010.03
","68.50
","0.00
","90
",,,,
2020-07-07 14:10:22 -03,444,"29.37
","1010.03
","67.40
","0.00
","90
",,,,
2020-07-07 14:10:54 -03,445,"29.37
","1009.95
","67.60
","0.00
","135
",,,,
2020-07-07 14:11:25 -03,446,"29.37
","1009.98
","68.40
","0.00
","180
",,,,
2020-07-07 14:11:56 -03,447,"29.36
","1009.99
","68.40
","0.00
","135
",,,,
2020-07-07 14:12:28 -03,448,"29.37
","1009.99
","67.50
","0.00
","135
",,,,
2020-07-07 14:12:59 -03,449,"29.37
","1009.94
","65.90
","0.00
","90
",,,,
2020-07-07 14:13:30 -03,450,"29.38
","1009.95
","66.10
","0.00
","135
",,,,
2020-07-07 14:14:02 -03,451,"29.38
","1009.94
","67.10
","0.00
","90
",,,,
2020-07-07 14:14:33 -03,452,"29.40
","1009.96
","67.50
","0.00
","90
",,,,
2020-07-07 14:15:05 -03,453,"29.40
","1009.91
","68.30
","0.00
","135
",,,,
2020-07-07 14:15:36 -03,454,"29.39
","1009.95
","68.20
","0.00
","270
",,,,
2020-07-07 14:16:07 -03,455,"29.40
","1010.01
","68.30
","0.00
","135
",,,,
2020-07-07 14:16:39 -03,456,"29.40
","1009.96
","68.60
","0.00
","135
",,,,
2020-07-07 14:17:10 -03,457,"29.37
","1009.91
","67.80
","0.00
","270
",,,,
2020-07-07 14:17:41 -03,458,"29.36
","1009.92
","67.80
","0.00
","225
",,,,
2020-07-07 14:18:13 -03,459,"29.34
","1009.98
","68.30
","0.00
","135
",,,,
2020-07-07 14:18:44 -03,460,"29.31
","1009.92
","68.10
","0.00
","135
",,,,
2020-07-07 14:19:15 -03,461,"29.31
","1009.94
","67.80
","0.00
","90
",,,,
2020-07-07 14:19:47 -03,462,"29.30
","1009.96
","67.90
","0.00
","180
",,,,
2020-07-07 14:20:18 -03,463,"29.30
","1009.96
","68.00
","0.00
","90
",,,,
2020-07-07 14:20:50 -03,464,"29.31
","1009.98
","68.40
","0.00
","90
",,,,
2020-07-07 14:21:21 -03,465,"29.32
","1009.95
","68.50
","0.00
","90
",,,,
2020-07-07 14:21:52 -03,466,"29.34
","1009.93
","67.40
","0.00
","135
",,,,
2020-07-07 14:22:24 -03,467,"29.34
","1009.90
","67.40
","0.00
","135
",,,,
2020-07-07 14:22:55 -03,468,"29.34
","1009.99
","67.80
","0.00
","90
",,,,
2020-07-07 14:23:26 -03,469,"29.34
","1009.95
","67.90
","0.00
","180
",,,,
2020-07-07 14:23:58 -03,470,"29.34
","1009.93
","66.70
","0.00
","135
",,,,
2020-07-07 14:24:29 -03,471,"29.33
","1009.90
","66.50
","0.00
","225
",,,,
2020-07-07 14:25:01 -03,472,"29.34
","1009.94
","67.40
","0.00
","45
",,,,
2020-07-07 14:25:32 -03,473,"29.35
","1009.88
","67.80
","0.00
","135
",,,,
2020-07-07 14:26:03 -03,474,"29.35
","1009.92
","68.20
","0.00
","135
",,,,
2020-07-07 14:26:35 -03,475,"29.33
","1009.95
","68.30
","0.00
","225
",,,,
2020-07-07 14:27:06 -03,476,"29.34
","1009.94
","68.40
","0.00
","90
",,,,
2020-07-07 14:27:37 -03,477,"29.35
","1009.94
","68.90
","0.00
","135
",,,,
2020-07-07 14:28:09 -03,478,"29.35
","1009.96
","69.10
","0.00
","225
",,,,
2020-07-07 14:28:40 -03,479,"29.37
","1009.88
","69.00
","0.00
","135
",,,,
2020-07-07 14:29:12 -03,480,"29.39
","1009.93
","69.30
","0.00
","90
",,,,
2020-07-07 14:29:43 -03,481,"29.40
","1009.90
","69.30
","0.00
","135
",,,,
2020-07-07 14:30:14 -03,482,"29.37
","1009.88
","68.90
","0.00
","135
",,,,
2020-07-07 14:30:46 -03,483,"29.38
","1009.92
","68.50
","0.00
","90
",,,,
2020-07-07 14:31:17 -03,484,"29.39
","1009.93
","68.70
","8.87
","45
",,,,
2020-07-07 14:31:49 -03,485,"29.41
","1009.90
","68.90
","0.00
","90
",,,,
2020-07-07 14:32:20 -03,486,"29.42
","1009.97
","69.00
","0.00
","135
",,,,
2020-07-07 14:32:51 -03,487,"29.43
","1009.92
","68.90
","0.00
","270
",,,,
2020-07-07 14:33:23 -03,488,"29.44
","1009.91
","68.50
","0.00
","180
",,,,
2020-07-07 14:33:54 -03,489,"29.46
","1009.88
","68.80
","0.00
","315
",,,,
2020-07-07 14:34:25 -03,490,"29.46
","1009.92
","69.10
","2.22
","270
",,,,
2020-07-07 14:34:57 -03,491,"29.47
","1009.89
","69.00
","0.00
","90
",,,,
2020-07-07 14:35:28 -03,492,"29.48
","1009.83
","69.00
","13.30
","135
",,,,
2020-07-07 14:36:00 -03,493,"29.48
","1009.87
","68.80
","0.00
","90
",,,,
2020-07-07 14:36:31 -03,494,"29.49
","1009.91
","68.80
","0.00
","90
",,,,
2020-07-07 14:37:02 -03,495,"29.50
","1009.87
","69.00
","0.00
","135
",,,,
2020-07-07 14:37:34 -03,496,"29.51
","1009.83
","67.40
","0.00
","180
",,,,
2020-07-07 14:38:05 -03,497,"29.52
","1009.83
","67.20
","0.00
","315
",,,,
2020-07-07 14:38:36 -03,498,"29.53
","1009.84
","67.60
","0.00
","135
",,,,
2020-07-07 14:39:08 -03,499,"29.53
","1009.80
","67.20
","0.00
","180
",,,,
2020-07-07 14:39:39 -03,500,"29.51
","1009.81
","67.70
","0.00
","90
",,,,
2020-07-07 14:40:10 -03,501,"29.50
","1009.82
","67.60
","0.00
","45
",,,,
2020-07-07 14:40:42 -03,502,"29.47
","1009.82
","67.20
","0.00
","90
",,,,
2020-07-07 14:41:13 -03,503,"29.46
","1009.85
","67.20
","0.00
","90
",,,,
2020-07-07 14:41:45 -03,504,"29.46
","1009.83
","67.60
","0.00
","180
",,,,
2020-07-07 14:42:16 -03,505,"29.48
","1009.86
","68.80
","0.00
","135
",,,,
2020-07-07 14:42:47 -03,506,"29.50
","1009.80
","68.60
","0.00
","135
",,,,
2020-07-07 14:43:19 -03,507,"29.50
","1009.79
","68.80
","0.00
","225
",,,,
2020-07-07 14:43:50 -03,508,"29.52
","1009.81
","69.10
","0.00
","315
",,,,
2020-07-07 14:44:21 -03,509,"29.53
","1009.81
","68.50
","0.00
","225
",,,,
2020-07-07 14:44:53 -03,510,"29.51
","1009.77
","68.00
","0.00
","180
",,,,
2020-07-07 14:45:24 -03,511,"29.52
","1009.78
","68.20
","32.51
","270
",,,,
2020-07-07 14:45:56 -03,512,"29.53
","1009.82
","68.30
","0.00
","45
",,,,
2020-07-07 14:46:27 -03,513,"29.54
","1009.78
","67.80
","0.00
","135
",,,,
2020-07-07 14:46:58 -03,514,"29.54
","1009.76
","67.90
","0.00
","135
",,,,
2020-07-07 14:47:30 -03,515,"29.54
","1009.75
","67.90
","5.91
","135
",,,,
2020-07-07 14:48:01 -03,516,"29.53
","1009.80
","68.30
","0.00
","90
",,,,
2020-07-07 14:48:32 -03,517,"29.54
","1009.79
","68.20
","0.00
","180
",,,,
2020-07-07 14:49:04 -03,518,"29.54
","1009.81
","67.60
","0.00
","180
",,,,
2020-07-07 14:49:36 -03,519,"29.55
","1009.79
","68.00
","0.00
","180
",,,,
2020-07-07 14:50:08 -03,520,"29.55
","1009.77
","68.20
","0.00
","180
",,,,
2020-07-07 14:50:39 -03,521,"29.56
","1009.81
","68.30
","0.00
","180
",,,,
2020-07-07 14:51:10 -03,522,"29.57
","1009.81
","68.60
","0.00
","180
",,,,
2020-07-07 14:51:42 -03,523,"29.58
","1009.79
","68.00
","0.00
","90
",,,,
2020-07-07 14:52:13 -03,524,"29.59
","1009.82
","67.70
","0.00
","270
",,,,
2020-07-07 14:52:44 -03,525,"29.59
","1009.78
","67.60
","0.00
","90
",,,,
2020-07-07 14:53:16 -03,526,"29.60
","1009.75
","68.10
","0.00
","90
",,,,
2020-07-07 14:53:47 -03,527,"29.60
","1009.82
","68.10
","0.00
","90
",,,,
2020-07-07 14:54:18 -03,528,"29.61
","1009.78
","68.40
","0.00
","45
",,,,
2020-07-07 14:54:50 -03,529,"29.61
","1009.84
","69.00
","0.00
","270
",,,,
2020-07-07 14:55:21 -03,530,"29.61
","1009.79
","68.80
","0.00
","180
",,,,
2020-07-07 14:55:53 -03,531,"29.62
","1009.79
","69.00
","0.00
","135
",,,,
2020-07-07 14:56:24 -03,532,"29.62
","1009.79
","68.80
","0.00
","180
",,,,
2020-07-07 14:56:55 -03,533,"29.63
","1009.79
","69.00
","11.08
","270
",,,,
2020-07-07 14:57:27 -03,534,"29.65
","1009.79
","69.60
","0.00
","270
",,,,
2020-07-07 14:57:58 -03,535,"29.66
","1009.81
","70.20
","0.00
","135
",,,,
2020-07-07 14:58:29 -03,536,"29.68
","1009.78
","70.40
","0.00
","180
",,,,
2020-07-07 14:59:01 -03,537,"29.69
","1009.79
","70.00
","0.00
","135
",,,,
2020-07-07 14:59:32 -03,538,"29.71
","1009.76
","70.20
","0.00
","180
",,,,
2020-07-07 15:00:03 -03,539,"29.71
","1009.80
","69.20
","0.00
","135
",,,,
2020-07-07 15:00:35 -03,540,"29.71
","1009.81
","69.10
","0.00
","270
",,,,
2020-07-07 15:01:06 -03,541,"29.73
","1009.74
","68.80
","2.22
","270
",,,,
2020-07-07 15:01:38 -03,542,"29.74
","1009.72
","69.20
","0.00
","180
",,,,
2020-07-07 15:02:09 -03,543,"29.74
","1009.77
","69.10
","0.00
","270
",,,,
2020-07-07 15:02:40 -03,544,"29.74
","1009.78
","69.60
","0.00
","135
",,,,
2020-07-07 15:03:12 -03,545,"29.74
","1009.76
","70.00
","0.00
","45
",,,,
2020-07-07 15:03:43 -03,546,"29.76
","1009.79
","69.70
","0.00
","180
",,,,
2020-07-07 15:04:14 -03,547,"29.77
","1009.80
","70.30
","0.00
","180
",,,,
2020-07-07 15:04:46 -03,548,"29.78
","1009.70
","70.50
","0.00
","225
",,,,
2020-07-07 15:05:17 -03,549,"29.78
","1009.70
","69.30
","0.00
","180
",,,,
2020-07-07 15:05:49 -03,550,"29.82
","1009.71
","69.60
","0.00
","45
",,,,
2020-07-07 15:06:20 -03,551,"29.84
","1009.76
","69.30
","0.00
","135
",,,,
2020-07-07 15:06:52 -03,552,"29.83
","1009.70
","69.10
","0.00
","90
",,,,
2020-07-07 15:07:23 -03,553,"29.83
","1009.70
","68.70
","0.00
","180
",,,,
2020-07-07 15:07:55 -03,554,"29.81
","1009.74
","68.70
","0.00
","135
",,,,
2020-07-07 15:08:26 -03,555,"29.80
","1009.72
","69.30
","0.00
","135
",,,,
2020-07-07 15:08:57 -03,556,"29.81
","1009.70
","70.00
","0.00
","90
",,,,
2020-07-07 15:09:29 -03,557,"29.81
","1009.77
","70.50
","0.00
","90
",,,,
2020-07-07 15:10:00 -03,558,"29.79
","1009.72
","70.00
","0.00
","135
",,,,
2020-07-07 15:10:31 -03,559,"29.80
","1009.74
","69.60
","0.00
","90
",,,,
2020-07-07 15:11:03 -03,560,"29.81
","1009.74
","69.40
","0.00
","135
",,,,
2020-07-07 15:11:34 -03,561,"29.80
","1009.75
","69.60
","0.00
","90
",,,,
2020-07-07 15:12:06 -03,562,"29.78
","1009.77
","69.00
","0.00
","135
",,,,
2020-07-07 15:12:37 -03,563,"29.78
","1009.70
","68.70
","0.00
","270
",,,,
2020-07-07 15:13:08 -03,564,"29.82
","1009.71
","69.00
","0.00
","45
",,,,
2020-07-07 15:13:40 -03,565,"29.84
","1009.72
","69.50
","0.00
","135
",,,,
2020-07-07 15:14:11 -03,566,"29.83
","1009.75
","69.30
","0.00
","0
",,,,
2020-07-07 15:14:42 -03,567,"29.84
","1009.69
","69.20
","0.00
","180
",,,,
2020-07-07 15:15:14 -03,568,"29.85
","1009.73
","68.10
","0.00
","90
",,,,
2020-07-07 15:15:45 -03,569,"29.84
","1009.68
","68.00
","0.00
","90
",,,,
2020-07-07 15:16:16 -03,570,"29.82
","1009.66
","67.60
","0.00
","135
",,,,
2020-07-07 15:16:48 -03,571,"29.83
","1009.69
","67.80
","0.00
","180
",,,,
2020-07-07 15:17:19 -03,572,"29.83
","1009.73
","68.40
","0.00
","90
",,,,
2020-07-07 15:17:51 -03,573,"29.81
","1009.64
","68.80
","0.00
","90
",,,,
2020-07-07 15:18:22 -03,574,"29.78
","1009.76
","69.40
","0.00
","135
",,,,
2020-07-07 15:18:53 -03,575,"29.77
","1009.73
","68.90
","0.00
","90
",,,,
2020-07-07 15:19:25 -03,576,"29.76
","1009.72
","68.90
","0.00
","135
",,,,
2020-07-07 15:19:56 -03,577,"29.74
","1009.79
","69.40
","0.00
","315
",,,,
2020-07-07 15:20:27 -03,578,"29.74
","1009.73
","70.10
","0.00
","315
",,,,
2020-07-07 15:20:59 -03,579,"29.74
","1009.80
","70.10
","0.00
","90
",,,,
2020-07-07 15:21:30 -03,580,"29.71
","1009.79
","69.90
","0.00
","90
",,,,
2020-07-07 15:22:02 -03,581,"29.70
","1009.76
","69.40
","0.00
","135
",,,,
2020-07-07 15:22:33 -03,582,"29.71
","1009.78
","69.50
","0.00
","135
",,,,
2020-07-07 15:23:04 -03,583,"29.72
","1009.72
","70.10
","0.00
","135
",,,,
2020-07-07 15:23:36 -03,584,"29.71
","1009.74
","70.40
","0.00
","180
",,,,
2020-07-07 15:24:07 -03,585,"29.71
","1009.79
","69.40
","0.00
","225
",,,,
2020-07-07 15:24:38 -03,586,"29.69
","1009.75
","68.80
","0.00
","180
",,,,
2020-07-07 15:25:10 -03,587,"29.72
","1009.79
","69.20
","0.00
","90
",,,,
2020-07-07 15:25:41 -03,588,"29.73
","1009.76
","69.30
","0.00
","180
",,,,
2020-07-07 15:26:13 -03,589,"29.73
","1009.72
","69.20
","0.00
","180
",,,,
2020-07-07 15:26:44 -03,590,"29.75
","1009.73
","69.50
","0.00
","180
",,,,
2020-07-07 15:27:15 -03,591,"29.76
","1009.78
","70.40
","0.00
","225
",,,,
2020-07-07 15:27:47 -03,592,"29.76
","1009.74
","70.10
","0.00
","180
",,,,
2020-07-07 15:28:18 -03,593,"29.78
","1009.65
","70.30
","0.00
","135
",,,,
